name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,242,605669046,,,school,,"POLYGON ((104.8198351 35.4031657, 104.8197466 35.4035876, 104.8196796 35.4038937, 104.8196899 35.4039265, 104.819711 35.4039557, 104.8197412 35.403979, 104.8197782 35.4039944, 104.819819 35.4040008, 104.8204923 35.4040074, 104.8205183 35.4040024, 104.820541 35.4039909, 104.8205581 35.4039742, 104.8205678 35.4039539, 104.8205692 35.4039322, 104.820562 35.4039112, 104.8205566 35.4032794, 104.8204145 35.4032772, 104.8198351 35.4031657))",POINT (104.8201431 35.4036274),6318.5,68011.9
,243,695017010,,yes,,,"POLYGON ((103.8335681 36.0360624, 103.8332009 36.036156, 103.8332489 36.0362793, 103.8336161 36.0361857, 103.8335681 36.0360624))",POINT (103.8334085 36.0361708),496.6,5345.2
,244,447982509,,yes,,,"POLYGON ((103.7043594 36.5168072, 103.7043586 36.5164427, 103.7041931 36.5164429, 103.7041939 36.5168075, 103.7043594 36.5168072))",POINT (103.7042762 36.5166251),600.7,6465.8
,245,716615609,,yes,,,"POLYGON ((103.859662 36.0384244, 103.8595601 36.0380988, 103.859442 36.0381229, 103.8595439 36.0384485, 103.859662 36.0384244))",POINT (103.859552 36.0382736),408.4,4396.5
,246,489287098,,yes,,,"POLYGON ((104.1608519 35.9347411, 104.1614715 35.9347541, 104.1614819 35.9344293, 104.1608623 35.9344163, 104.1608519 35.9347411))",POINT (104.1611669 35.9345852),2013.9,21677.4
,247,421089050,,yes,,,"POLYGON ((103.6175946 36.1000473, 103.6179406 36.0999548, 103.6177931 36.0995944, 103.617447 36.0996868, 103.6175946 36.1000473))",POINT (103.6176938 36.0998208),1382.2,14877.5
,248,862756449,,yes,,,"POLYGON ((106.090816 33.7562526, 106.0909317 33.7562939, 106.0912308 33.7557141, 106.091115 33.7556728, 106.090816 33.7562526))",POINT (106.0910234 33.7559833),821.9,8846.4
,249,857879047,,yes,,,"POLYGON ((103.7849557 36.0585492, 103.7848455 36.0586023, 103.7850255 36.0588462, 103.7851357 36.0587931, 103.7849557 36.0585492))",POINT (103.7849906 36.0586977),363.5,3912.4
西脉大厦,250,879591777,,yes,,,"POLYGON ((103.8936615 36.0528387, 103.8931525 36.0529561, 103.8931994 36.0530891, 103.893274 36.0533005, 103.8938841 36.0531598, 103.8938095 36.0529484, 103.8937979 36.0529157, 103.8936615 36.0528387))",POINT (103.8935128 36.0530629),2213.8,23828.7
,251,421960021,,yes,,,"POLYGON ((103.6364058 36.0909378, 103.6363636 36.0908555, 103.6363327 36.0908659, 103.6362527 36.09071, 103.6366056 36.0905917, 103.6366188 36.0906731, 103.6366033 36.0907554, 103.6365598 36.0908309, 103.6364919 36.0908934, 103.6364058 36.0909378))",POINT (103.6364537 36.0907562),723.2,7784.1
,252,410480341,,yes,,,"POLYGON ((103.8429853 36.0693153, 103.8429241 36.0694434, 103.8432945 36.069559, 103.8433557 36.069431, 103.8429853 36.0693153))",POINT (103.8431399 36.0694372),543.3,5848.3
,253,432559236,,yes,,,"POLYGON ((103.2125348 35.8658999, 103.2128055 35.8659537, 103.2128218 35.8658999, 103.2125511 35.865846, 103.2125348 35.8658999))",POINT (103.2126783 35.8658999),154.4,1661.9
,254,410882327,,yes,,,"POLYGON ((103.7740911 36.0743939, 103.7742371 36.0743546, 103.7740149 36.0738157, 103.7738689 36.0738551, 103.7740911 36.0743939))",POINT (103.774053 36.0741048),873.7,9404.6
,255,728092054,,yes,,,"POLYGON ((104.5163995 36.7109707, 104.5168457 36.7110904, 104.517113 36.7104504, 104.5166668 36.7103306, 104.5163995 36.7109707))",POINT (104.5167562 36.7107105),3146.7,33870.4
,256,460902405,,yes,,,"POLYGON ((103.864515 36.057332, 103.8647555 36.0572315, 103.864707 36.0571558, 103.8646595 36.0571756, 103.8646377 36.0571417, 103.8644943 36.0572016, 103.8645144 36.0572331, 103.864465 36.0572537, 103.864515 36.057332))",POINT (103.8646032 36.0572323),293.4,3158.5
,257,762620483,,yes,,,"POLYGON ((94.663133 40.1476389, 94.6631464 40.1474175, 94.663022 40.1474131, 94.6630085 40.1476345, 94.663133 40.1476389))",POINT (94.6630775 40.147526),265.8,2861.0
,258,778062362,,yes,,,"POLYGON ((105.7405503 34.5845858, 105.7409703 34.5845889, 105.7409714 34.5844886, 105.7405514 34.5844855, 105.7405503 34.5845858))",POINT (105.7407609 34.5845372),427.7,4603.2
,259,407234065,,yes,,,"POLYGON ((103.8169821 36.0625983, 103.8169722 36.0626909, 103.8171719 36.0627048, 103.8171759 36.062667, 103.8172762 36.062674, 103.817282 36.0626192, 103.8169821 36.0625983))",POINT (103.8171118 36.0626496),241.8,2602.3
,260,916335937,,yes,,,"POLYGON ((103.6565316 36.1302517, 103.6569455 36.1307241, 103.6571163 36.1306264, 103.6567024 36.130154, 103.6565316 36.1302517))",POINT (103.656824 36.130439),1211.0,13035.2
,261,933599135,,yes,,,"POLYGON ((106.8638661 35.4684733, 106.8647003 35.4681609, 106.8646357 35.4680465, 106.8638015 35.4683589, 106.8638661 35.4684733))",POINT (106.8642509 35.4682599),1169.5,12588.1
,262,779916481,,yes,,,"POLYGON ((107.6236984 35.7513296, 107.6234892 35.7518825, 107.6239924 35.7520079, 107.6240387 35.7518854, 107.6236417 35.7517865, 107.6238046 35.7513561, 107.6236984 35.7513296))",POINT (107.623724 35.7517452),1183.1,12734.4
,263,915128591,,yes,,,"POLYGON ((104.6858856 36.5645465, 104.6858503 36.5646429, 104.68616 36.5647162, 104.6861954 36.5646197, 104.6858856 36.5645465))",POINT (104.6860229 36.5646313),321.7,3463.0
,264,446002925,,yes,,,"POLYGON ((103.6005479 36.1214704, 103.6003531 36.1215013, 103.6003708 36.1215744, 103.6005656 36.1215435, 103.6005479 36.1214704))",POINT (103.6004593 36.1215224),147.4,1586.1
,265,410875838,,yes,,,"POLYGON ((103.5960542 36.1110397, 103.5960761 36.1111393, 103.5966475 36.1110569, 103.5966255 36.1109573, 103.5960542 36.1110397))",POINT (103.5963508 36.1110483),584.2,6288.3
,266,781811050,,yes,,,"POLYGON ((105.7205155 34.5872224, 105.720443 34.5873155, 105.7208481 34.5875293, 105.7209206 34.5874362, 105.7205155 34.5872224))",POINT (105.7206818 34.5873759),541.3,5826.6
世纪花园,267,547942927,,apartments,,,"POLYGON ((107.6196658 35.0648002, 107.6197218 35.0640358, 107.6218887 35.0640205, 107.6219167 35.0644868, 107.6218887 35.0648308, 107.6196658 35.0648002))",POINT (107.620809 35.0644237),17641.0,189886.3
,268,405433562,,apartments,,,"POLYGON ((103.879112 36.0748403, 103.878935 36.0748555, 103.8786748 36.074836, 103.8783261 36.0747645, 103.8780418 36.0746691, 103.877897 36.0745954, 103.8778299 36.0747059, 103.8779775 36.0747862, 103.8782779 36.0748794, 103.8786507 36.0749596, 103.8789377 36.0749769, 103.8791093 36.0749661, 103.879112 36.0748403))",POINT (103.8784679 36.0748333),1614.9,17382.7
,269,905782977,,,school,,"POLYGON ((104.8231072 37.1233256, 104.8237248 37.1234387, 104.823969 37.1225908, 104.8233514 37.1224777, 104.8231072 37.1233256))",POINT (104.8235381 37.1229582),5432.7,58477.5
,270,412523247,,yes,,,"POLYGON ((103.8454557 36.0508826, 103.8459193 36.050995, 103.8459706 36.0508566, 103.845507 36.0507441, 103.8454557 36.0508826))",POINT (103.8457131 36.0508696),696.6,7497.9
,271,849314545,,yes,,,"POLYGON ((103.6701786 36.4825195, 103.6703878 36.4825195, 103.6703879 36.4821917, 103.6701787 36.4821917, 103.6701786 36.4825195))",POINT (103.6702832 36.4823556),681.6,7336.4
,272,915128215,,yes,,,"POLYGON ((104.6708903 36.5726373, 104.6713589 36.5726964, 104.6713927 36.5725239, 104.6709241 36.5724647, 104.6708903 36.5726373))",POINT (104.6711415 36.5725806),821.7,8844.5
,273,419919343,,yes,,,"POLYGON ((104.168106 36.5485032, 104.1682857 36.5485032, 104.1682857 36.547999, 104.168106 36.547999, 104.168106 36.5485032))",POINT (104.1681959 36.5482511),900.8,9696.1
,274,312950153,,yes,,,"POLYGON ((103.1400154 35.6659573, 103.1397981 35.6659943, 103.139829 35.6661145, 103.1400464 35.6660775, 103.1400154 35.6659573))",POINT (103.1399222 35.6660359),274.0,2949.6
,275,412700725,,yes,,,"POLYGON ((103.7129625 36.0730518, 103.7129582 36.0731651, 103.7138218 36.0731868, 103.7138262 36.0730735, 103.7129625 36.0730518))",POINT (103.7133922 36.0731193),977.0,10516.7
,276,422448722,,yes,,,"POLYGON ((104.1617596 36.5581575, 104.1624903 36.5581631, 104.1624919 36.5580248, 104.1617612 36.5580192, 104.1617596 36.5581575))",POINT (104.1621258 36.5580911),1004.0,10807.4
,277,431815035,,yes,,,"POLYGON ((102.6861322 34.8135121, 102.6861018 34.8136385, 102.6863816 34.8136839, 102.6864121 34.8135575, 102.6861322 34.8135121))",POINT (102.6862569 34.813598),372.0,4004.4
,278,311750428,,yes,,,"POLYGON ((103.4629265 36.1785065, 103.4622571 36.1787183, 103.4623086 36.1788243, 103.4629779 36.1786124, 103.4629265 36.1785065))",POINT (103.4626175 36.1786654),815.5,8778.0
,279,826266128,,yes,,,"POLYGON ((103.5904741 36.202722, 103.5907273 36.2027188, 103.5907182 36.2022545, 103.5904651 36.2022577, 103.5904741 36.202722))",POINT (103.5905962 36.2024883),1171.0,12604.1
,280,737124025,,yes,,,"POLYGON ((103.7489337 36.0762126, 103.7493041 36.0761451, 103.7492582 36.0759807, 103.7488878 36.0760482, 103.7489337 36.0762126))",POINT (103.749096 36.0760967),638.0,6867.2
,281,579299735,,yes,,,"POLYGON ((103.9359239 36.0277679, 103.9363798 36.0274317, 103.9362744 36.0273382, 103.9358185 36.0276744, 103.9359239 36.0277679))",POINT (103.9360991 36.0275531),781.6,8412.6
,282,781811069,,yes,,,"POLYGON ((105.7115677 34.5819337, 105.7118072 34.5820182, 105.7118949 34.5818498, 105.7116554 34.5817652, 105.7115677 34.5819337))",POINT (105.7117313 34.5818917),485.3,5223.9
,283,537408616,,yes,,,"POLYGON ((103.3898449 35.6639168, 103.3900803 35.6639662, 103.3904236 35.6628853, 103.3901882 35.662836, 103.3898449 35.6639168))",POINT (103.3901342 35.6634011),2719.2,29268.9
,284,440306709,,,school,,"POLYGON ((103.7703514 36.0790055, 103.7707145 36.0795804, 103.7714669 36.0791556, 103.7711074 36.0786605, 103.7703514 36.0790055))",POINT (103.7709044 36.0791064),5416.6,58303.6
,285,447635016,,yes,,,"POLYGON ((103.7456889 36.0880444, 103.7456876 36.0882164, 103.7464506 36.08822, 103.7464519 36.088048, 103.7463434 36.0880475, 103.746343 36.0881057, 103.745789 36.0881031, 103.7457895 36.0880449, 103.7456889 36.0880444))",POINT (103.7460709 36.0881507),989.3,10648.7
,286,925937956,,yes,,,"POLYGON ((103.8498491 35.3957189, 103.8499193 35.3958792, 103.8504848 35.3957146, 103.8504146 35.3955543, 103.8498491 35.3957189))",POINT (103.850167 35.3957168),1029.8,11084.6
,287,955742599,,yes,,,"POLYGON ((105.8244082 33.8946712, 105.8246146 33.8947063, 105.8247326 33.8942276, 105.8245262 33.8941926, 105.8244082 33.8946712))",POINT (105.8245704 33.8944494),1054.7,11352.3
,288,906661285,,yes,,,"POLYGON ((106.753284 35.5108695, 106.7537983 35.5105874, 106.7536649 35.5104263, 106.7531507 35.5107084, 106.753284 35.5108695))",POINT (106.7534745 35.5106479),1214.9,13077.2
,289,409858806,,yes,,,"POLYGON ((103.9056114 36.0257152, 103.9057137 36.0257542, 103.9057503 36.0256916, 103.905648 36.0256525, 103.9056114 36.0257152))",POINT (103.9056808 36.0257034),78.4,844.2
,290,431815037,,yes,,,"POLYGON ((102.6857111 34.8134394, 102.6856935 34.8135126, 102.6860571 34.8135716, 102.6860747 34.8134984, 102.6857111 34.8134394))",POINT (102.6858841 34.8135055),278.9,3001.8
,291,412839469,,yes,,,"POLYGON ((103.7948678 36.0712665, 103.7947249 36.0713405, 103.794969 36.0716484, 103.7955045 36.0713805, 103.7956108 36.0715093, 103.7957389 36.0714403, 103.7955384 36.0711863, 103.7950108 36.0714468, 103.7948678 36.0712665))",POINT (103.7952237 36.0714115),1794.6,19317.0
,292,762614446,,yes,,,"POLYGON ((94.67005039999999 40.1323424, 94.6693155 40.1323014, 94.6693066 40.1323946, 94.6700415 40.1324356, 94.67005039999999 40.1323424))",POINT (94.6696785 40.1323685),658.5,7088.4
,293,696029123,,yes,,,"POLYGON ((105.6563196 34.8193745, 105.6567919 34.819426, 105.6568131 34.8192952, 105.6563407 34.8192437, 105.6563196 34.8193745))",POINT (105.6565663 34.8193348),639.0,6878.5
,294,926319689,,yes,,,"POLYGON ((103.6391616 36.0912626, 103.6398518 36.0910302, 103.6397704 36.0908725, 103.6390802 36.0911049, 103.6391616 36.0912626))",POINT (103.639466 36.0910676),1277.0,13745.2
,295,416531761,,yes,,,"POLYGON ((104.6127967 35.6035748, 104.6129392 35.6036395, 104.6134005 35.6029678, 104.6132581 35.6029031, 104.6127967 35.6035748))",POINT (104.6130986 35.6032713),1263.8,13603.1
,296,588162229,,yes,,,"POLYGON ((103.7320532 36.0736065, 103.7312296 36.0737532, 103.7312593 36.0738624, 103.732083 36.0737156, 103.7320532 36.0736065))",POINT (103.7316562 36.0737344),942.6,10145.9
,297,678221617,,yes,,,"POLYGON ((95.7831055 40.5167171, 95.78351859999999 40.5167232, 95.7835214 40.5166136, 95.78310829999999 40.5166074, 95.7831055 40.5167171))",POINT (95.7833134 40.5166653),432.4,4653.9
,298,359354888,,yes,,,"POLYGON ((102.4432209 38.0657634, 102.4439703 38.0664276, 102.4441904 38.0662737, 102.443441 38.0656095, 102.4432209 38.0657634))",POINT (102.4437056 38.0660185),2545.2,27396.3
,299,827590267,,yes,,,"POLYGON ((103.8493261 36.0308264, 103.8496474 36.0307153, 103.8495353 36.0305032, 103.849214 36.0306142, 103.8493261 36.0308264))",POINT (103.8494307 36.0306648),805.2,8666.8
,300,948826886,,residential,,,"POLYGON ((102.6297265 34.0852207, 102.6297525 34.0851845, 102.6296535 34.0851392, 102.6297307 34.0850314, 102.6296704 34.0850025, 102.6295667 34.0851462, 102.6297265 34.0852207))",POINT (102.6296608 34.085115),167.5,1802.5
,301,948574735,,residential,,,"POLYGON ((102.6342153 34.0912024, 102.6342375 34.0911369, 102.6340954 34.0911113, 102.6340781 34.0911748, 102.6342153 34.0912024))",POINT (102.6341571 34.0911563),98.1,1056.4
,302,680677981,,yes,,,"POLYGON ((102.0966004 33.9911034, 102.0966064 33.9911765, 102.0966581 33.9911736, 102.096652 33.9911005, 102.0966004 33.9911034))",POINT (102.0966292 33.9911385),39.2,422.3
,303,863627523,,yes,,,"POLYGON ((103.2983487 36.1548974, 103.2960587 36.1544072, 103.2958332 36.155094, 103.2969654 36.1553363, 103.2974726 36.1554449, 103.2981233 36.1555841, 103.2983487 36.1548974))",POINT (103.297091 36.1549957),16801.2,180845.9
,304,852721007,,yes,,,"POLYGON ((103.7361583 36.0460715, 103.7360826 36.0461093, 103.7363782 36.0464966, 103.7364539 36.0464588, 103.7362442 36.0461841, 103.7361583 36.0460715))",POINT (103.7362682 36.0462841),404.1,4349.6
,305,405637052,,residential,,,"POLYGON ((103.7770982 36.0750274, 103.7775662 36.0747186, 103.7776374 36.0747891, 103.7771695 36.0750979, 103.7770982 36.0750274))",POINT (103.7773678 36.0749083),549.9,5918.7
,306,846969704,,yes,,,"POLYGON ((105.9052218 34.5522167, 105.9059676 34.5520878, 105.9059434 34.5519925, 105.9051976 34.5521215, 105.9052218 34.5522167))",POINT (105.9055827 34.5521046),754.4,8120.5
,307,866442608,,yes,,,"POLYGON ((103.0102064 35.4825729, 103.0104898 35.4824876, 103.0104665 35.4824364, 103.0101831 35.4825217, 103.0102064 35.4825729))",POINT (103.0103365 35.4825047),164.5,1770.6
,308,414653630,,yes,,,"POLYGON ((103.7093429 36.1141637, 103.7087984 36.1142568, 103.7088188 36.1143347, 103.7093633 36.1142415, 103.7093429 36.1141637))",POINT (103.7090808 36.1142492),441.4,4750.6
,309,446907403,,yes,,,"POLYGON ((103.6354803 36.1398149, 103.6347158 36.1399292, 103.6347603 36.1401233, 103.6355248 36.1400089, 103.6354803 36.1398149))",POINT (103.6351203 36.1399691),1530.3,16472.5
,310,407540009,,yes,,,"POLYGON ((104.0049822 35.9509474, 104.0045935 35.9509236, 104.0045681 35.951196, 104.0049568 35.9512197, 104.0049822 35.9509474))",POINT (104.0047751 35.9510717),1063.0,11441.8
,311,847213749,,yes,,,"POLYGON ((105.8946389 34.5728734, 105.8948656 34.5728414, 105.8948334 34.5726865, 105.8946067 34.5727185, 105.8946389 34.5728734))",POINT (105.8947362 34.57278),368.0,3961.2
,312,762614255,,yes,,,"POLYGON ((94.66026309999999 40.1323752, 94.6602603 40.1324776, 94.6609067 40.1324879, 94.6609095 40.1323855, 94.66026309999999 40.1323752))",POINT (94.6605849 40.1324315),634.7,6831.3
,313,205116890,,yes,,,"POLYGON ((102.1389915 34.4918974, 102.139236 34.4918974, 102.139236 34.491831, 102.1389915 34.491831, 102.1389915 34.4918974))",POINT (102.1391138 34.4918642),164.7,1772.7
,314,948566275,,residential,,,"POLYGON ((102.6380734 34.091513, 102.6380286 34.091513, 102.6380266 34.0914306, 102.6380022 34.0914298, 102.6380081 34.0913369, 102.6378998 34.0912763, 102.6379291 34.0912294, 102.6380412 34.0912892, 102.6380715 34.0912763, 102.6381173 34.0914168, 102.6381671 34.0914128, 102.6381915 34.0912399, 102.6382617 34.0912423, 102.6382393 34.0914201, 102.6381973 34.0914201, 102.6382119 34.0915057, 102.6380734 34.091513))",POINT (102.6381057 34.0913776),488.8,5261.2
,315,926643656,,yes,,,"POLYGON ((104.1202687 36.5134681, 104.120125 36.5134254, 104.1200602 36.5135662, 104.1202039 36.5136089, 104.1202687 36.5134681))",POINT (104.1201644 36.5135171),229.1,2465.8
,316,407233984,,yes,,,"POLYGON ((103.8344914 36.0607894, 103.8345364 36.0609037, 103.8349857 36.0607881, 103.8349407 36.0606738, 103.8344914 36.0607894))",POINT (103.8347385 36.0607888),566.0,6091.9
,317,407198054,,yes,,,"POLYGON ((103.6410706 36.0840348, 103.6410618 36.0838929, 103.6405254 36.0839146, 103.6405342 36.0840564, 103.6410706 36.0840348))",POINT (103.640798 36.0839747),759.7,8177.7
,318,580601798,,yes,,,"POLYGON ((103.8657519 36.0527161, 103.8661564 36.0526206, 103.8661274 36.0525405, 103.865723 36.052636, 103.8657519 36.0527161))",POINT (103.8659397 36.0526283),352.5,3794.2
,319,504778731,,yes,,,"POLYGON ((103.6136484 36.0956385, 103.6137509 36.0956044, 103.6136377 36.0953828, 103.6135352 36.095417, 103.6136484 36.0956385))",POINT (103.613643 36.0955107),265.5,2858.0
,320,612345294,,yes,,,"POLYGON ((103.8515362 36.0845584, 103.8515298 36.0848506, 103.8523932 36.084863, 103.8523996 36.0845709, 103.8515362 36.0845584))",POINT (103.8519647 36.0847107),2521.4,27139.8
,321,421089067,,yes,,,"POLYGON ((103.632786 36.1043485, 103.6326795 36.1044377, 103.6332768 36.1049033, 103.6333833 36.104814, 103.632786 36.1043485))",POINT (103.6330314 36.1046259),1026.1,11044.6
,322,459543432,,yes,,,"POLYGON ((103.8633102 36.0519557, 103.8632483 36.0517713, 103.8637406 36.0516634, 103.8637153 36.0515879, 103.8639614 36.051534, 103.8640165 36.0516984, 103.8639881 36.0517047, 103.8640201 36.0518002, 103.8633102 36.0519557))",POINT (103.8636666 36.0517607),1627.5,17518.1
,323,606808318,,yes,,,"POLYGON ((105.7143089 34.5759622, 105.7146553 34.5760266, 105.7146844 34.5759202, 105.7143381 34.5758559, 105.7143089 34.5759622))",POINT (105.7144967 34.5759412),395.4,4256.2
,324,590288368,,yes,,,"POLYGON ((103.629916 36.1257715, 103.6302301 36.125498, 103.6299589 36.1252949, 103.6296449 36.1255684, 103.629916 36.1257715))",POINT (103.6299375 36.1255332),1376.9,14820.5
,325,857879042,,yes,,,"POLYGON ((103.7822012 36.0585752, 103.7822618 36.0587046, 103.782935 36.0584986, 103.7828744 36.0583692, 103.7822012 36.0585752))",POINT (103.7825681 36.0585369),993.1,10689.4
,326,738957638,,yes,,,"POLYGON ((104.5809387 35.5434897, 104.5813824 35.5429307, 104.5812365 35.542854, 104.580793 35.5434131, 104.5809387 35.5434897))",POINT (104.5810877 35.5431718),1158.7,12472.3
,327,893068421,,yes,,,"POLYGON ((104.0708175 34.5327623, 104.0710856 34.5328661, 104.0708769 34.5332318, 104.0706003 34.5331247, 104.0705384 34.5332331, 104.0706298 34.5332685, 104.0706098 34.5333035, 104.0710723 34.5334826, 104.0710923 34.5334476, 104.0711769 34.5334804, 104.0712388 34.533372, 104.0709974 34.5332785, 104.0712061 34.5329128, 104.0714435 34.5330047, 104.0715176 34.532875, 104.0708916 34.5326326, 104.0708175 34.5327623))",POINT (104.0710252 34.5330735),2618.2,28182.2
,328,416160214,,yes,,,"POLYGON ((103.8751378 36.0481695, 103.8754446 36.04798, 103.875339 36.0478683, 103.8750322 36.0480578, 103.8751378 36.0481695))",POINT (103.8752384 36.0480189),540.8,5821.5
,329,827590274,,yes,,,"POLYGON ((103.849428 36.0303297, 103.8503695 36.0300043, 103.8503147 36.0299006, 103.8493732 36.030226, 103.849428 36.0303297))",POINT (103.8498714 36.0301152),1153.8,12419.5
,330,728092099,,yes,,,"POLYGON ((104.5300466 36.7041241, 104.5305055 36.7044237, 104.5306045 36.7043262, 104.5301455 36.7040267, 104.5300466 36.7041241))",POINT (104.5303256 36.7042252),736.3,7925.5
,331,842092289,,yes,,,"POLYGON ((97.0866745 40.2826678, 97.0874918 40.2828139, 97.0875618 40.2826001, 97.0867446 40.2824541, 97.0866745 40.2826678))",POINT (97.08711820000001 40.282634),1757.6,18919.1
,332,429573917,,train_station,,,"POLYGON ((103.2707811 36.7207334, 103.2709295 36.7207771, 103.2712111 36.7201622, 103.2710627 36.7201186, 103.2707811 36.7207334))",POINT (103.2709961 36.7204478),1025.3,11036.7
,333,688729660,,,place_of_worship,,"POLYGON ((102.7755466 35.7570935, 102.776083 35.7571914, 102.7762091 35.757174, 102.7763084 35.7570238, 102.7761367 35.7569847, 102.7761635 35.7568976, 102.77567 35.756804, 102.7755064 35.7569868, 102.7755466 35.7570935))",POINT (102.7758898 35.7570082),1999.0,21516.6
,334,421614852,,yes,,,"POLYGON ((103.7892126 36.0676014, 103.7892302 36.0677077, 103.7894719 36.0676816, 103.7894544 36.0675754, 103.7892126 36.0676014))",POINT (103.7893423 36.0676415),260.9,2808.0
,335,921419219,,yes,,,"POLYGON ((104.8824915 36.2305594, 104.8829904 36.2305962, 104.8830088 36.2304343, 104.8825099 36.2303975, 104.8824915 36.2305594))",POINT (104.8827502 36.2304969),814.5,8767.2
,336,877988619,,yes,,,"POLYGON ((103.6080024 36.4820893, 103.6081303 36.4821979, 103.608229 36.4821227, 103.6081011 36.4820141, 103.6080024 36.4820893))",POINT (103.6081157 36.482106),202.2,2176.5
,337,921301197,,yes,,,"POLYGON ((103.595345 36.1147173, 103.5954985 36.1146924, 103.5954362 36.1144421, 103.5952827 36.114467, 103.595345 36.1147173))",POINT (103.5953906 36.1145797),398.5,4289.4
,338,453418764,,yes,,,"POLYGON ((103.8751597 36.0620203, 103.8749724 36.0620532, 103.8750198 36.0621835, 103.8750331 36.0622003, 103.8750615 36.0622141, 103.8751889 36.0621984, 103.8751597 36.0620203))",POINT (103.875089 36.0621185),302.1,3251.6
,339,474171126,,yes,,,"POLYGON ((105.9255294 34.5578176, 105.9260722 34.5577724, 105.9260563 34.5576428, 105.9255135 34.557688, 105.9255294 34.5578176))",POINT (105.9257928 34.5577302),723.4,7786.2
,340,857826741,,yes,,,"POLYGON ((103.8430081 36.0617062, 103.8434733 36.0615727, 103.843503 36.0615642, 103.8434636 36.0614745, 103.8429688 36.0616165, 103.8430081 36.0617062))",POINT (103.8432359 36.0615903),498.1,5361.6
,341,463309435,,yes,,,"POLYGON ((103.9075041 36.0458726, 103.9075446 36.0457504, 103.9071072 36.0456558, 103.9070667 36.045778, 103.9075041 36.0458726))",POINT (103.9073056 36.0457642),572.7,6164.4
,342,945213675,,yes,,,"POLYGON ((103.828437 36.0898429, 103.828458 36.0896211, 103.8281178 36.0896002, 103.8280843 36.0899556, 103.8282712 36.0899671, 103.8284244 36.0899766, 103.828437 36.0898429))",POINT (103.8282711 36.0897884),1215.8,13087.0
,343,948586382,,residential,,,"POLYGON ((102.6335807 34.0882126, 102.6335576 34.0881868, 102.6335319 34.0882019, 102.6334857 34.0881485, 102.6335362 34.0881218, 102.6335265 34.088104, 102.6335952 34.0880791, 102.6336146 34.0881192, 102.6335802 34.0881361, 102.6336263 34.0881836, 102.6335807 34.0882126))",POINT (102.6335611 34.0881486),100.5,1081.4
,344,745391634,,yes,,,"POLYGON ((105.4429284 32.7908214, 105.4430865 32.7907952, 105.4430516 32.7906464, 105.4428935 32.7906726, 105.4429284 32.7908214))",POINT (105.44299 32.7907339),254.2,2735.7
,345,504778642,,yes,,,"POLYGON ((103.633305 36.0955995, 103.6335625 36.0956375, 103.6335889 36.0955204, 103.6333314 36.0954825, 103.633305 36.0955995))",POINT (103.633447 36.09556),310.4,3341.1
,346,905783076,,yes,,,"POLYGON ((104.8723978 37.0332921, 104.8726025 37.0332712, 104.872517 37.0327376, 104.8723122 37.0327585, 104.8723978 37.0332921))",POINT (104.8724574 37.0330148),1093.6,11771.6
,347,780117868,,yes,,,"POLYGON ((107.6271588 35.7292485, 107.627647 35.7293607, 107.6276784 35.7292705, 107.6271903 35.7291583, 107.6271588 35.7292485))",POINT (107.6274186 35.7292595),477.8,5142.5
,348,422502328,,yes,,,"POLYGON ((105.7030708 34.5779128, 105.7030801 34.5780183, 105.7037391 34.5779789, 105.7037298 34.5778734, 105.7030708 34.5779128))",POINT (105.7034049 34.5779458),713.6,7681.5
,349,421015460,,yes,,,"POLYGON ((103.8563401 36.0530934, 103.8565359 36.0536659, 103.8570396 36.0535533, 103.8568438 36.0529808, 103.8563401 36.0530934))",POINT (103.8566898 36.0533233),3103.4,33404.4
,350,858161795,,yes,,,"POLYGON ((103.7535819 36.071569, 103.7536156 36.0716929, 103.7549969 36.0714479, 103.7549633 36.071324, 103.7535819 36.071569))",POINT (103.7542894 36.0715085),1785.4,19218.0
,351,913661428,,yes,,,"POLYGON ((104.4438028 36.793381, 104.4442803 36.7934799, 104.4443342 36.7933126, 104.4438568 36.7932138, 104.4438028 36.793381))",POINT (104.4440685 36.7933468),841.5,9057.8
,352,415434837,,yes,,,"POLYGON ((103.8959765 36.0291373, 103.8964248 36.0291559, 103.8964321 36.0290405, 103.8959839 36.0290219, 103.8959765 36.0291373))",POINT (103.8962043 36.0290889),518.5,5581.3
,353,893078484,,yes,,,"POLYGON ((104.6945116 34.9573666, 104.6952613 34.956717, 104.6949622 34.9564851, 104.6942125 34.9571347, 104.6945116 34.9573666))",POINT (104.6947369 34.9569259),3727.0,40117.4
,354,410835386,,yes,,,"POLYGON ((103.6666297 36.0889437, 103.6669663 36.0889416, 103.666965 36.0888085, 103.6666091 36.0888108, 103.6665986 36.0888138, 103.6662883 36.0889035, 103.6663429 36.0890267, 103.6666297 36.0889437))",POINT (103.6666369 36.0888968),881.7,9490.3
,355,493702029,,yes,,,"POLYGON ((103.9533277 36.3285777, 103.9539421 36.3285821, 103.953944 36.3284157, 103.9533296 36.3284113, 103.9533277 36.3285777))",POINT (103.9536358 36.3284967),1017.6,10953.2
